5,2.3744e+05,9,0,0,39,3,16,3,12,1,40,2,5,2
15,1.732e+05,10,0,0,39,5,9,1,9,5,40,1,5,1
9,4.0429e+05,8,0,0,44,5,12,3,8,1,40,2,3,1
19,3.2201e+05,8,0,0,39,5,12,3,13,1,40,2,5,2
8,54650,8,0,0,34,5,12,5,4,2,40,2,5,1
8,1.522e+05,12,0,0,39,5,10,3,11,1,1,2,5,1
5,52235,7,0,0,29,5,3,5,15,5,40,2,5,1
29,1.1179e+05,13,0,0,43,5,13,7,11,2,40,1,5,1
25,1.6365e+05,8,0,0,39,1,12,6,1,5,40,2,5,1
40,1.5341e+05,12,0,0,39,5,10,3,5,1,1,2,5,2
17,1.2444e+05,8,0,0,39,5,12,1,5,2,40,1,5,1
9,2.7968e+05,12,0,0,39,5,10,5,11,2,40,2,5,1
39,1.9952e+05,12,15024,0,49,6,10,3,13,1,40,2,5,2
4,68395,8,0,0,63,5,12,5,9,2,40,1,5,1
7,39957,8,0,0,39,5,12,3,13,6,40,1,5,2
11,2.9734e+05,9,0,0,59,5,16,3,13,1,1,2,4,1
24,2.0319e+05,8,0,0,39,5,12,6,7,2,40,2,3,1
34,1.1724e+05,8,0,0,39,6,12,5,13,3,1,2,5,1
11,1.8778e+05,12,0,0,39,8,10,5,2,2,40,1,4,1
15,1.151e+05,10,0,0,54,5,9,3,4,1,40,2,5,2
12,2.2063e+05,10,0,0,39,5,9,5,2,4,40,1,3,1
63,2.377e+05,3,0,0,23,5,6,7,9,2,40,1,5,1
44,89215,10,0,0,39,5,9,3,2,1,40,2,5,1
8,1.3618e+05,8,4416,0,39,5,12,5,2,4,34,1,3,1
42,1.3933e+05,13,0,0,54,5,13,3,11,1,40,2,5,1
12,1.4845e+05,13,0,0,49,8,13,3,14,1,12,2,5,1
39,1.3411e+05,8,0,0,39,5,12,5,13,2,22,2,5,1
16,22563,9,0,0,39,5,16,3,9,1,40,2,5,1
19,2.1373e+05,8,5178,0,39,5,12,3,8,1,40,2,3,2
15,1.2032e+05,14,0,0,39,5,15,3,11,1,40,2,5,2
35,2.3956e+05,13,0,0,49,3,13,5,11,2,40,1,5,1
16,1.7023e+05,10,0,0,39,5,9,1,2,5,40,1,5,1
19,1.2857e+05,3,0,0,44,5,6,3,2,1,33,2,5,1
7,1.2004e+05,9,0,0,29,5,16,4,13,5,8,1,4,1
65,1.3986e+05,3,0,0,1,5,6,3,7,1,40,2,5,1
16,1.8987e+05,13,0,0,39,6,13,3,4,1,40,2,5,1
6,3.379e+05,8,0,0,39,5,12,5,13,2,40,2,5,1
36,2.1555e+05,9,0,0,39,2,16,1,6,2,40,2,5,1
20,1.0998e+05,8,0,0,41,1,12,1,1,2,1,1,2,1
18,1.2914e+05,8,0,0,39,5,12,3,15,2,40,2,5,1
9,1.6171e+05,9,0,0,44,5,16,3,4,1,40,2,5,2
50,92931,9,0,0,24,5,16,7,2,2,40,1,5,1
20,2.5631e+05,3,0,0,39,5,6,3,4,1,40,2,4,1
6,2.0333e+05,8,0,0,44,5,12,5,2,2,40,1,5,1
18,1.771e+05,9,0,0,37,5,16,5,2,2,40,1,5,1
24,1.3825e+05,14,0,0,49,7,15,3,11,1,40,2,5,2
18,1.8081e+05,8,0,0,34,5,12,5,11,5,40,1,5,1
42,1.6033e+05,9,0,0,55,5,16,1,13,2,40,2,5,1
2,1.6465e+05,8,0,0,29,8,12,5,2,4,40,1,5,1
1,1.613e+05,6,0,0,14,5,2,5,9,4,30,2,5,1
19,3.3644e+05,12,0,0,34,3,10,5,11,2,40,1,5,1
9,29236,8,0,0,34,5,12,5,9,2,40,1,5,1
13,3.1895e+05,8,0,0,19,1,12,6,1,4,40,1,3,1
29,1.8555e+05,8,0,1672,49,7,12,3,6,1,40,2,5,1
1,2.9304e+05,9,0,0,24,1,16,5,1,4,40,1,4,1
5,1.5925e+05,8,0,0,34,5,12,1,9,4,40,1,5,1
20,2.8616e+05,13,0,0,39,7,13,3,11,1,40,2,5,1
19,1.6347e+05,8,0,0,39,5,12,1,5,5,40,2,5,1
29,58469,3,0,0,49,5,6,5,7,2,40,2,5,1
13,1.2235e+05,12,8614,0,44,5,10,5,5,2,40,2,5,2
9,2.1142e+05,8,0,0,39,7,12,1,9,5,5,1,5,1
30,3.2971e+05,9,0,0,54,5,16,1,13,4,40,2,5,1
11,2.3729e+05,8,0,0,39,5,12,3,13,1,40,2,5,1
16,98307,7,0,0,39,5,3,3,8,1,40,2,5,1
11,11868,5,0,0,39,2,1,3,9,6,40,1,1,1
26,1.3762e+05,8,0,0,41,5,12,3,4,1,40,2,5,2
4,1.447e+05,8,0,0,59,5,12,5,8,4,40,2,5,1
11,60752,5,0,0,29,5,1,5,15,5,40,2,5,1
22,1.8034e+05,8,0,0,49,7,12,6,6,2,40,2,5,1
33,31479,15,15024,0,49,5,11,3,11,1,40,2,5,2
19,2.1146e+05,12,0,0,39,2,10,3,11,1,40,2,5,2
29,1.292e+05,8,0,0,39,5,12,3,13,6,40,1,5,1
38,38723,8,0,0,39,5,12,1,2,5,40,1,5,1
10,2.6644e+05,8,0,0,44,5,12,3,4,1,40,2,5,2
6,2.7168e+05,5,0,0,39,5,1,5,7,4,27,2,5,1
36,2.2771e+05,8,0,0,39,5,12,3,4,1,40,2,5,2
23,2.652e+05,3,0,0,39,5,6,3,8,1,40,2,5,1
33,1.2706e+05,13,0,0,39,3,13,3,11,6,1,1,5,2
6,1.7692e+05,8,0,0,39,5,12,5,13,2,40,2,5,1
2,1.7387e+05,9,0,0,39,5,16,5,13,2,40,1,5,1
24,1.954e+05,13,0,0,60,3,13,3,11,1,40,2,5,2
17,22089,9,0,0,49,5,16,5,9,2,40,2,5,1
19,3.0899e+05,9,0,0,39,5,16,3,4,1,40,2,5,2
15,3.2681e+05,9,0,0,39,1,16,5,1,5,40,1,3,1
9,2.1391e+05,8,0,0,39,5,12,5,15,4,40,2,5,1
44,1.9262e+05,6,0,0,35,5,2,3,12,1,40,2,5,1
13,71834,8,0,0,64,5,12,3,5,1,40,2,5,2
9,1.3063e+05,11,0,0,74,5,8,3,11,6,40,1,5,1
13,1.9209e+05,12,0,1741,47,5,10,5,13,2,40,2,5,1
32,3.9018e+05,12,0,0,29,5,10,4,15,5,5,2,5,1
46,2.1949e+05,12,0,0,39,7,10,5,15,2,40,2,5,1
36,2.1138e+05,8,6849,0,39,5,12,7,8,2,40,2,5,1
36,2.7734e+05,14,0,0,44,5,15,3,5,1,1,2,5,2
18,96008,12,0,0,31,5,10,7,11,5,40,1,5,2
14,1.589e+05,9,0,0,39,5,16,1,5,2,7,1,5,1
17,1.4017e+05,7,0,0,39,5,3,3,4,1,14,2,5,1
11,97572,10,0,0,39,5,9,1,14,5,40,1,5,1
3,1.3475e+05,9,0,0,14,1,16,5,1,4,40,2,5,1
14,41491,8,0,0,39,5,12,1,13,2,40,1,5,1
20,5.7572e+05,12,15024,0,39,5,10,3,5,1,40,2,5,2
49,2.2246e+05,9,0,0,49,5,16,3,5,1,40,2,5,1
20,21888,12,0,0,39,5,10,5,14,2,40,1,5,1
33,3.3096e+05,9,0,0,54,7,16,3,15,1,40,2,5,1
40,2.4492e+05,9,0,0,39,6,16,3,5,1,40,2,5,2
11,79385,12,0,0,39,3,10,5,11,2,40,1,2,1
8,2.9175e+05,8,0,0,35,5,12,5,2,4,40,2,5,1
5,3.4747e+05,9,0,0,19,5,16,5,13,2,31,2,2,1
11,63844,8,0,0,39,5,12,5,8,5,14,1,5,1
11,2.4608e+05,12,0,0,34,5,10,5,9,2,40,1,5,1
24,2.348e+05,8,0,0,49,5,12,1,5,2,40,2,5,1
12,46946,9,0,0,41,5,16,3,4,1,40,2,5,1
14,2.1746e+05,11,0,1579,44,6,8,3,4,1,40,2,5,1
16,1.092e+05,12,0,0,39,5,10,5,13,2,40,1,5,1
10,4.5394e+05,9,0,0,39,5,16,5,13,2,40,2,3,1
18,13670,6,0,0,39,5,2,5,9,5,40,2,1,1
27,2.4547e+05,15,0,0,39,5,11,3,11,1,40,2,5,2
29,1.3882e+05,9,0,1977,59,5,16,3,13,1,40,2,3,2
23,87381,8,0,0,54,3,12,3,15,1,40,2,5,1
13,1.7949e+05,7,0,0,19,5,3,5,9,4,1,1,3,1
20,3.2575e+05,13,0,0,39,5,13,5,11,2,40,1,5,1
32,1.0628e+05,9,0,0,39,8,16,3,6,1,40,2,5,1
16,1.6439e+05,8,0,0,39,5,12,5,8,2,40,1,3,1
39,1.9097e+05,9,0,0,39,3,16,3,12,1,40,2,5,1
4,2.3483e+05,8,0,0,59,5,12,5,2,4,40,1,3,1
9,1.7776e+05,12,0,0,39,5,10,5,2,4,40,1,5,1
18,1.8543e+05,9,0,0,39,5,16,5,8,3,40,2,1,1
14,1.965e+05,6,0,0,29,5,2,5,4,2,40,2,5,1
20,1.6499e+05,13,0,0,39,3,13,3,11,1,40,2,5,2
30,1.6332e+05,9,0,0,39,5,16,3,14,1,40,2,5,1
32,1.2019e+05,15,7430,0,39,5,11,1,14,5,40,2,5,2
12,1.3178e+05,3,0,0,71,7,6,3,6,1,40,2,5,1
11,1.9765e+05,9,0,0,39,5,16,5,8,4,27,2,5,1
28,2.8539e+05,11,0,0,39,5,8,7,13,5,6,1,5,1
54,99427,9,0,0,15,1,16,3,1,1,40,2,5,1
4,71419,7,0,0,39,5,3,3,4,1,40,2,5,1
19,3.2408e+05,11,0,0,49,5,8,5,5,5,40,2,5,1
21,19563,10,0,0,39,5,9,3,4,1,40,2,5,2
30,3.8637e+05,8,0,0,49,5,12,3,13,1,40,2,5,2
27,1.5431e+05,13,0,0,39,8,13,3,2,1,40,2,5,2
30,1.8475e+05,12,0,0,49,2,10,3,11,1,40,2,5,1
63,2.4018e+05,10,0,0,23,5,9,3,4,1,40,2,5,1
46,53194,4,7688,0,39,3,7,3,15,1,40,2,5,2
24,2.0255e+05,13,0,0,59,2,13,3,5,1,40,2,5,2
14,1.5027e+05,7,0,0,49,7,3,3,13,6,1,1,2,1
10,1.9976e+05,12,0,0,49,5,10,5,4,2,40,2,5,1
19,3.3144e+05,15,0,0,29,7,11,5,11,2,1,2,5,2
50,69128,8,0,0,39,6,12,3,15,1,40,2,5,1
9,1.0876e+05,11,0,0,39,5,8,5,5,4,40,1,3,1
25,91911,8,0,0,39,5,12,5,7,3,40,2,5,1
1,2.9043e+05,8,0,0,34,5,12,5,9,2,40,1,5,1
29,1.7088e+05,12,0,0,42,3,10,1,11,5,40,1,5,1
19,1.0479e+05,8,0,0,39,5,12,5,4,4,40,2,5,1
3,3.2182e+05,8,0,0,39,1,12,5,1,2,40,1,5,1
6,1.1548e+05,9,0,0,39,5,16,5,4,2,40,2,5,1
17,2.1207e+05,5,0,0,39,5,1,5,9,5,40,1,3,1
23,2.9101e+05,9,0,0,34,5,16,3,9,6,40,1,5,1
28,1.6068e+05,9,0,0,69,5,16,1,12,2,40,2,5,1
72,16821,5,0,0,19,1,1,3,1,1,40,2,5,1
50,41589,7,0,0,39,5,3,3,8,1,6,2,3,1
18,42291,8,0,0,39,5,12,3,8,1,40,2,5,1
30,1.6332e+05,8,0,0,39,5,12,3,4,1,40,2,5,1
30,1.6602e+05,4,0,0,49,5,7,5,9,5,40,1,5,1
29,1.3736e+05,3,0,0,44,5,6,4,15,2,40,2,5,1
31,1.6251e+05,10,0,0,39,5,9,1,2,5,40,1,5,1
6,1.9819e+05,12,0,0,39,5,10,5,11,4,40,1,5,1
2,2.7914e+05,8,0,0,24,5,12,5,9,4,40,1,5,1
35,1.5828e+05,8,0,0,59,5,12,3,5,1,40,2,5,2
24,61146,12,0,0,39,6,10,7,11,5,40,1,5,1
7,71498,12,0,0,39,5,10,5,14,4,40,1,5,1
1,2.1524e+05,8,0,0,39,5,12,5,13,4,40,2,5,1
7,1.4784e+05,12,0,0,19,5,10,5,14,2,40,2,5,1
39,20830,8,0,0,39,5,12,1,9,5,40,1,5,1
35,1.3312e+05,5,0,0,47,5,1,3,8,1,40,2,5,1
23,1.7891e+05,13,0,0,39,5,13,5,5,2,40,2,5,1
0,1.4265e+05,6,0,0,19,1,2,5,1,4,40,2,5,1
17,1.7957e+05,9,7298,0,39,5,16,3,5,6,40,1,5,2
17,85648,4,0,0,37,5,7,6,2,5,40,1,5,1
13,19700,9,0,0,39,5,16,1,5,5,40,1,5,1
32,2.6279e+05,12,0,0,59,3,10,3,11,1,40,2,5,1
34,1.2553e+05,9,7298,0,39,5,16,3,2,1,40,2,5,2
16,2.5671e+05,10,0,0,24,5,9,1,13,2,40,2,5,1
21,1.3717e+05,8,0,0,39,8,12,5,9,5,40,1,3,1
8,1.9432e+05,5,0,0,23,5,1,5,9,2,28,2,5,1
29,3.0597e+05,8,0,0,39,3,12,5,9,5,40,1,5,1
14,1.0147e+05,9,0,0,49,7,16,3,4,1,40,2,5,1
12,3.8098e+05,12,0,0,39,5,10,5,11,2,40,2,5,1
7,1.8597e+05,12,0,0,39,5,10,5,5,4,40,1,5,1
14,70188,4,0,0,24,1,7,1,1,2,40,1,5,1
1,1.3036e+05,9,0,0,19,5,16,5,9,4,40,1,5,1
14,1.3266e+05,8,0,0,39,3,12,1,4,5,40,2,5,1
21,91171,12,0,0,39,5,10,6,11,5,40,2,5,1
29,1.7992e+05,9,0,0,39,5,16,3,7,1,40,2,5,1
23,1.2502e+05,12,0,0,64,5,10,5,2,5,40,1,3,1
16,1.249e+05,11,0,0,49,2,8,1,5,5,40,2,5,2
15,1.5756e+05,9,0,0,54,5,16,1,13,2,40,1,5,1
20,1.9186e+05,10,0,0,44,5,9,3,4,1,40,2,5,2
9,1.7952e+05,12,0,0,39,5,10,5,13,2,40,2,5,1
31,1.9977e+05,9,0,0,39,3,16,3,11,1,40,2,5,2
0,53083,6,0,0,11,5,2,5,13,4,40,1,5,1
23,4.4588e+05,12,0,0,59,7,10,3,11,1,40,2,5,1
13,2.4053e+05,9,0,0,39,8,16,5,11,2,40,1,5,1
13,2.0863e+05,12,0,0,59,5,10,3,11,1,40,2,5,1
3,1.5092e+05,9,0,0,29,5,16,6,9,4,40,1,5,1
36,1.6135e+05,8,0,0,39,5,12,3,9,1,40,2,5,2
14,2.9034e+05,9,0,0,39,5,16,1,2,5,40,1,5,1
12,3.3959e+05,12,0,0,49,5,10,5,13,2,40,2,5,2
11,1.3686e+05,9,0,0,44,7,16,3,4,1,40,2,5,2
13,1.4687e+05,9,0,0,29,1,16,3,1,6,40,1,5,1
9,1.4469e+05,10,0,0,39,5,9,6,9,2,40,2,3,1
8,1.8002e+05,12,0,0,59,5,10,5,5,2,40,1,5,1
25,2.4253e+05,9,0,1340,39,3,16,5,11,2,40,1,5,1
23,2.4747e+05,9,0,0,49,5,16,3,13,1,40,2,5,1
14,2.9814e+05,8,0,0,69,5,12,6,7,2,40,2,5,1
13,96179,9,0,0,39,1,16,3,1,1,40,2,5,1
15,17648,12,0,0,49,5,10,3,7,1,40,2,5,2
29,2.123e+05,9,0,0,51,5,16,5,8,2,40,1,5,1
20,2.3663e+05,1,0,0,65,5,4,3,2,1,27,2,5,1
5,1.853e+05,12,0,0,19,5,10,5,13,2,40,1,5,1
14,3.3837e+05,7,0,0,39,8,3,3,14,6,40,1,5,2
15,3.0064e+05,2,0,0,39,5,5,3,4,1,27,2,5,1
8,96827,8,0,0,47,5,12,3,8,1,40,2,5,1
42,3.0617e+05,12,0,0,49,5,10,3,5,1,40,2,5,2
22,86690,12,8614,0,49,5,10,5,13,2,40,1,5,2
3,72090,8,0,0,44,1,12,3,1,6,40,1,5,1
16,1.8644e+05,8,0,0,39,5,12,1,14,2,40,1,5,1
34,2.2946e+05,2,0,0,39,5,5,6,8,5,27,1,5,1
33,3.1786e+05,9,0,0,43,5,16,3,9,1,40,2,5,1
33,2.5681e+05,12,0,0,39,5,10,1,5,5,40,1,5,2
32,1.6302e+05,3,0,0,39,5,6,1,9,5,40,1,5,1
19,1.7162e+05,12,0,0,3,5,10,3,11,6,40,1,5,2
29,3.1457e+05,13,0,2415,64,5,13,3,13,1,40,2,5,2
2,2.6602e+05,9,0,0,14,5,16,5,9,4,40,1,5,1
32,1.7352e+05,13,7430,0,39,8,13,1,11,5,40,1,3,2
6,1.7799e+05,12,0,0,39,5,10,5,11,4,40,2,5,1
41,1.0597e+05,8,0,0,69,7,12,3,6,1,40,2,5,1
34,29189,5,0,0,39,5,1,3,9,1,27,2,5,1
20,1.5513e+05,14,0,0,59,5,15,3,11,1,40,2,5,2
37,93503,13,0,0,36,3,13,1,11,5,40,1,3,2
43,1.9538e+05,8,0,0,39,5,12,3,14,6,40,1,5,2
56,1.197e+05,12,0,0,4,1,10,3,1,1,41,2,2,1
13,1.573e+05,12,0,0,39,5,10,2,5,6,40,1,5,2
39,1.2159e+05,12,0,0,39,5,10,3,11,1,40,2,5,2
18,1.3189e+05,11,0,0,15,1,8,3,1,6,40,1,5,1
27,1.4808e+05,9,0,0,1,5,16,3,10,1,40,2,5,1
22,18768,9,0,0,39,5,16,1,13,5,40,1,5,1
25,1.6724e+05,12,0,0,49,5,10,6,9,2,40,1,5,1
48,4.5732e+05,12,0,0,14,5,10,3,13,1,40,2,5,1
39,19497,5,0,0,39,5,1,3,13,1,40,2,5,1
10,1.3034e+05,12,4101,0,39,8,10,5,11,2,40,1,5,1
38,1.5651e+05,8,0,0,43,3,12,3,15,1,40,2,5,1
13,3.9115e+05,12,0,0,49,5,10,5,11,2,40,2,3,2
39,1.5793e+05,8,0,0,44,7,12,3,6,1,40,2,5,1
32,1.432e+05,12,0,0,39,5,10,3,4,1,40,2,5,1
47,38157,4,0,0,39,3,7,5,2,3,40,2,5,1
36,2.8324e+05,4,0,0,24,5,7,7,13,5,40,1,3,1
27,1.7961e+05,8,0,0,23,5,12,5,9,4,40,1,5,1
22,3.4318e+05,8,0,1887,45,5,12,3,13,1,40,2,5,2
18,1.3077e+05,8,0,1902,27,5,12,3,15,6,40,1,5,2
9,69961,12,0,1876,37,5,10,5,5,2,40,2,5,1
15,75025,8,0,0,40,3,12,3,9,1,40,2,5,1
34,78078,9,15024,0,39,5,16,3,2,1,40,2,5,2
16,32274,8,0,0,34,5,12,3,11,1,40,2,5,1
26,26252,9,0,0,37,8,16,1,5,5,1,1,3,1
18,2.2268e+05,8,0,0,39,5,12,5,8,3,27,2,5,1
34,2.8755e+05,10,0,0,39,5,9,5,11,4,40,1,5,1
17,2.8735e+05,13,0,1902,49,5,13,3,5,1,40,2,5,2
15,97994,11,0,0,34,5,8,1,11,5,40,1,3,1
28,1.5487e+05,12,0,0,49,3,10,3,12,1,40,2,5,2
44,1.7107e+05,8,0,0,39,5,12,3,2,1,40,2,5,2
39,58435,7,0,0,39,5,3,3,11,1,40,2,5,2
19,2.1323e+05,11,10520,0,42,5,8,5,13,2,40,2,3,2
28,1.432e+05,9,0,0,59,5,16,3,13,1,40,2,5,2
3,82459,8,0,0,19,5,12,5,2,4,40,1,3,1
43,1.0178e+05,9,0,0,39,8,16,3,12,1,40,2,5,1
22,3.9822e+05,8,0,0,39,5,12,1,7,5,40,2,5,1
15,61300,10,0,0,39,5,9,3,4,1,40,2,5,1
7,1.619e+05,6,0,0,23,1,2,3,1,6,40,1,4,1
6,1.8839e+05,5,0,0,39,5,1,5,8,2,40,1,5,1
32,4.1094e+05,13,0,0,49,5,13,3,13,1,40,2,5,2
35,1.874e+05,5,0,0,44,5,1,3,7,1,40,2,5,1
30,85598,8,0,0,47,7,12,1,9,2,23,1,5,1
0,1.5559e+05,6,0,0,19,5,2,5,9,4,40,2,5,1
13,43836,8,0,0,39,5,12,5,4,2,40,2,5,1
31,26665,8,0,0,88,5,12,3,14,1,40,2,5,1
3,1.6714e+05,9,0,0,7,5,16,5,7,4,40,1,5,1
15,1.4193e+05,13,0,1902,44,5,13,3,11,1,25,2,4,2
25,1.0971e+05,9,15024,0,39,3,16,3,5,1,40,2,5,2
4,1.4026e+05,8,0,0,34,5,12,5,2,2,40,1,5,1
41,1.9145e+05,8,0,0,39,5,12,1,5,5,40,1,5,1
4,5.2603e+05,9,0,0,39,5,16,5,9,4,34,1,5,1
26,1.3823e+05,9,0,0,39,5,16,3,11,1,40,2,5,2
6,2.9498e+05,12,0,0,9,3,10,5,11,2,40,1,5,1
32,1.0989e+05,9,0,0,39,8,16,3,8,1,40,2,5,2
20,1.7956e+05,12,0,0,47,7,10,1,9,5,40,1,5,1
24,1.4986e+05,8,0,2339,39,5,12,1,4,2,40,2,5,1
15,65349,6,0,0,44,5,2,3,2,1,40,2,5,1
21,2.6427e+05,8,7688,0,69,5,12,3,5,1,40,2,5,2
17,1.45e+05,8,0,0,39,1,12,3,1,1,40,2,5,1
22,3.0349e+05,13,8614,0,51,5,13,5,5,2,40,2,3,2
11,1.7706e+05,8,0,0,39,5,12,1,7,4,40,2,5,1
46,1.4384e+05,9,0,0,44,5,16,3,7,1,40,2,5,1
21,3.0048e+05,12,0,0,39,5,10,3,5,6,40,1,5,2
17,3.6599e+05,8,0,0,39,5,12,3,8,1,40,2,5,1
9,1.1949e+05,12,0,2002,39,1,10,3,1,1,40,2,5,1
3,1.2533e+05,9,0,0,34,5,16,5,15,4,40,2,5,1
3,1.569e+05,9,0,0,29,5,16,5,9,2,40,1,5,1
36,1.7402e+05,9,0,1887,39,3,16,3,12,1,40,2,5,2
6,3.4073e+05,6,0,0,34,5,2,5,4,5,40,2,5,1
3,85010,9,0,0,24,5,16,5,2,2,40,1,5,1
35,31420,9,0,0,49,2,16,3,9,1,40,2,5,1
3,1.6398e+05,11,0,0,19,5,8,5,2,4,40,1,5,1
9,3.4669e+05,9,0,0,49,5,16,5,10,2,19,1,5,1
29,2.0413e+05,13,0,1977,59,6,13,3,13,1,40,2,5,2
33,1.3313e+05,13,7688,0,44,7,13,3,13,1,40,2,5,2
16,1.7612e+05,8,0,0,43,5,12,5,8,2,40,2,5,1
5,1.8928e+05,12,0,0,19,8,10,5,11,4,40,1,5,1
14,12931,12,0,0,39,5,10,1,5,5,40,1,5,1
23,91329,5,0,0,39,5,1,1,4,4,40,2,5,1
36,1.3519e+05,8,0,0,39,5,12,1,5,2,40,1,3,1
15,1.2245e+05,12,0,0,69,7,10,3,8,1,40,2,5,2
30,1.1447e+05,13,0,0,39,3,13,3,11,1,40,2,5,2
50,2.214e+05,11,0,0,34,3,8,3,5,1,40,2,5,1
47,1.1844e+05,8,2174,0,36,5,12,7,2,2,40,1,5,1
24,44948,12,0,0,39,5,10,5,7,2,40,2,5,1
21,1.7483e+05,13,0,0,49,8,13,1,5,2,40,1,5,2
